#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	tigrfam_acc	tigrfam_desc	Taxonomy
metaerg.pl|00014	NODE_1_length_141231_cov_51.1498	9400	10161	762	1	No	0	TIGR01528	"nicotinamide mononucleotide transporter PnuC"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici
metaerg.pl|05185	NODE_769_length_1610_cov_45.8598	920	1423	504	-1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|05216	NODE_782_length_1582_cov_131.233	159	1298	1140	-1	No	0	TIGR00663	"DNA polymerase III, beta subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__UBA1997;g__SAT2731;s__SAT2731 sp002707585
metaerg.pl|05256	NODE_799_length_1559_cov_2.74601	1	423	423	-1	No	0	TIGR01637	"phage transcriptional regulator, ArpU family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|05284	NODE_810_length_1544_cov_82.5292	715	1107	393	1	No	0	TIGR02683	"putative addiction module killer protein"	unknow
metaerg.pl|05294	NODE_814_length_1538_cov_2.49899	300	1466	1167	-1	No	0	TIGR00215	"lipid-A-disaccharide synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|05313	NODE_750_length_1527_cov_15.8015	693	1526	834	-1	No	0	TIGR01551	"phage major capsid protein, P2 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_I
metaerg.pl|05332	NODE_831_length_1512_cov_4.10089	45	593	549	1	No	0	TIGR01409	"Tat (twin-arginine translocation) pathway signal sequence"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|05332	NODE_831_length_1512_cov_4.10089	45	593	549	1	No	0	TIGR01416	"ubiquinol-cytochrome c reductase, iron-sulfur subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|05348	NODE_838_length_1500_cov_19.8637	43	405	363	1	No	0	TIGR01494	"HAD ATPase, P-type, family IC"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi_G
metaerg.pl|05351	NODE_838_length_1500_cov_19.8637	918	1457	540	-1	No	0	TIGR02594	"TIGR02594 family protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|05367	NODE_845_length_1493_cov_6.33519	182	1492	1311	1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella bombicola
metaerg.pl|05369	NODE_847_length_1489_cov_2.53975	373	1389	1017	-1	No	0	TIGR01610	"phage replication protein O, N-terminal domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii_A
metaerg.pl|05385	NODE_853_length_1480_cov_6.52842	1	1242	1242	-1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|05388	NODE_854_length_1479_cov_4.36868	260	1153	894	-1	No	0	TIGR00536	"methyltransferase, HemK family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|05388	NODE_854_length_1479_cov_4.36868	260	1153	894	-1	No	0	TIGR03533	"protein-(glutamine-N5) methyltransferase, ribosomal protein L3-specific"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|05407	NODE_780_length_1473_cov_3.50393	940	1473	534	1	No	0	TIGR00427	"membrane protein, MarC family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|05405	NODE_860_length_1473_cov_1.82581	361	1473	1113	1	No	0	TIGR00194	"excinuclease ABC subunit C"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|05435	NODE_872_length_1454_cov_3.86562	415	990	576	1	No	0	TIGR00052	"nudix-type nucleoside diphosphatase, YffH/AdpP family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|05437	NODE_874_length_1451_cov_3.38395	1	1146	1146	-1	No	0	TIGR00234	"tyrosine--tRNA ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|05458	NODE_885_length_1436_cov_36.8342	161	1435	1275	-1	No	0	TIGR01766	"transposase, IS605 OrfB family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellis
metaerg.pl|05477	NODE_892_length_1429_cov_2.92213	220	1428	1209	1	No	0	TIGR01641	"phage head morphogenesis protein, SPP1 gp7 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia symbiotica
metaerg.pl|05512	NODE_908_length_1406_cov_2.1436	471	1406	936	-1	No	0	TIGR01554	"phage major capsid protein, HK97 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella bombi
metaerg.pl|05533	NODE_922_length_1382_cov_18.1153	2	769	768	-1	No	0	TIGR01537	"phage portal protein, HK97 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum sp900470195
metaerg.pl|05548	NODE_929_length_1377_cov_3.10514	1	639	639	1	No	0	TIGR01554	"phage major capsid protein, HK97 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002911475
metaerg.pl|05549	NODE_929_length_1377_cov_3.10514	642	1007	366	1	No	0	TIGR01560	"uncharacterized phage protein (possible DNA packaging)"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002911475
metaerg.pl|05567	NODE_941_length_1363_cov_3.13685	431	1174	744	-1	No	0	TIGR00071	"tRNA pseudouridine(38-40) synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|05571	NODE_942_length_1362_cov_3.88676	41	961	921	1	No	0	TIGR03707	"polyphosphate kinase 2"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|05577	NODE_944_length_1360_cov_2.47203	456	1358	903	1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_P
metaerg.pl|05578	NODE_945_length_1357_cov_3.04375	1	753	753	-1	No	0	TIGR00430	"tRNA-guanine transglycosylase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|05578	NODE_945_length_1357_cov_3.04375	1	753	753	-1	No	0	TIGR00449	"tRNA-guanine family transglycosylase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|05579	NODE_945_length_1357_cov_3.04375	760	1356	597	-1	No	0	TIGR00113	"S-adenosylmethionine:tRNA ribosyltransferase-isomerase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|05588	NODE_951_length_1350_cov_1.69575	306	1349	1044	1	No	0	TIGR00229	"PAS domain S-box protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|05605	NODE_960_length_1342_cov_1.94017	3	512	510	-1	No	0	TIGR01258	"phosphoglycerate mutase 1 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|05606	NODE_960_length_1342_cov_1.94017	549	1340	792	-1	No	0	TIGR00036	"4-hydroxy-tetrahydrodipicolinate reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|05622	NODE_967_length_1331_cov_2.02273	2	1330	1329	-1	No	0	TIGR01760	"phage tail tape measure protein, TP901 family, core region"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella rattaustraliani
metaerg.pl|05624	NODE_969_length_1327_cov_5.00943	406	864	459	1	No	0	TIGR01725	"phage protein, HK97 gp10 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Haematobacter;s__Haematobacter missouriensis
metaerg.pl|05627	NODE_970_length_1326_cov_81.1393	647	1324	678	1	No	0	TIGR00616	"recombinase, phage RecT family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella bombicola
metaerg.pl|05656	NODE_983_length_1307_cov_3.33147	2	928	927	-1	No	0	TIGR01537	"phage portal protein, HK97 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K futsaii
metaerg.pl|05682	NODE_997_length_1289_cov_2.31118	630	1289	660	-1	No	0	TIGR01851	"N-acetyl-gamma-glutamyl-phosphate reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|05707	NODE_1010_length_1281_cov_3.52202	2	514	513	-1	No	0	TIGR01499	"bifunctional protein FolC"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|05708	NODE_1010_length_1281_cov_3.52202	520	1281	762	-1	No	0	TIGR00515	"acetyl-CoA carboxylase, carboxyl transferase, beta subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|05719	NODE_1014_length_1276_cov_2.62602	842	1276	435	-1	No	0	TIGR02594	"TIGR02594 family protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi_G
metaerg.pl|05730	NODE_1017_length_1274_cov_17.1838	1	813	813	-1	No	0	TIGR02220	"phage conserved hypothetical protein, C-terminal domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri_A
metaerg.pl|05733	NODE_1019_length_1271_cov_5.05428	424	1269	846	-1	No	0	TIGR02681	"phage regulatory protein, Rha family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|05768	NODE_1040_length_1242_cov_2.87279	882	1241	360	-1	No	0	TIGR03483	"cell division protein FtsZ, alphaProteobacterial C-terminal extension"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|05772	NODE_1042_length_1239_cov_3.00929	253	549	297	-1	No	0	TIGR01560	"uncharacterized phage protein (possible DNA packaging)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|05773	NODE_1042_length_1239_cov_3.00929	539	871	333	-1	No	0	TIGR01563	"putative phage head-tail adaptor"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_F
metaerg.pl|05818	NODE_1067_length_1210_cov_6.28287	140	1165	1026	-1	No	0	TIGR01641	"phage head morphogenesis protein, SPP1 gp7 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|05846	NODE_1085_length_1198_cov_2.65267	3	506	504	1	No	0	TIGR01634	"phage tail protein I"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum anthropi
metaerg.pl|05848	NODE_1083_length_1198_cov_2.72441	124	1128	1005	-1	No	0	TIGR02227	"signal peptidase I"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|05851	NODE_1088_length_1197_cov_4.338	3	1196	1194	1	No	0	TIGR01760	"phage tail tape measure protein, TP901 family, core region"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|05873	NODE_1101_length_1180_cov_3.24444	399	956	558	-1	No	0	TIGR03692	"ATP-dependent protease HslVU, peptidase subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|05883	NODE_1106_length_1173_cov_1.61002	3	1172	1170	-1	No	0	TIGR01646	"Rhs element Vgr protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|05886	NODE_1109_length_1171_cov_6.91129	798	989	192	1	No	0	TIGR04111	"phage-associated protein, BcepMu gp16 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|05896	NODE_1113_length_1167_cov_5.19604	275	1024	750	1	No	0	TIGR01913	"phage recombination protein Bet"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_Q
metaerg.pl|05918	NODE_1125_length_1155_cov_1.84455	3	1154	1152	-1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|05968	NODE_1151_length_1131_cov_6.0474	623	994	372	1	No	0	TIGR01641	"phage head morphogenesis protein, SPP1 gp7 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|05996	NODE_1167_length_1122_cov_15.5548	50	982	933	-1	No	0	TIGR01446	"DnaD domain protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K tucceti
metaerg.pl|06016	NODE_1179_length_1106_cov_1.74596	789	1106	318	-1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G kunkeei_A
metaerg.pl|06039	NODE_1191_length_1098_cov_146.906	1	495	495	1	No	0	TIGR03033	"putative phage-type endonuclease"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|06040	NODE_1191_length_1098_cov_146.906	495	968	474	1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|06051	NODE_1198_length_1094_cov_5.21174	1	444	444	1	No	0	TIGR01637	"phage transcriptional regulator, ArpU family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|06063	NODE_1204_length_1087_cov_34.4593	727	1086	360	1	No	0	TIGR01635	"phage virion morphogenesis protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella bombi
metaerg.pl|06067	NODE_1205_length_1086_cov_1.94762	599	829	231	-1	No	0	TIGR02327	"conserved hypothetical integral membrane protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|06094	NODE_1219_length_1077_cov_2.09491	811	1077	267	1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium indicum
metaerg.pl|06104	NODE_1226_length_1073_cov_1.62967	1	903	903	1	No	0	TIGR00388	"glycine--tRNA ligase, alpha subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06117	NODE_1234_length_1066_cov_1.69535	287	799	513	-1	No	0	TIGR01611	"phage major tail tube protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum anthropi
metaerg.pl|06119	NODE_1235_length_1065_cov_4.09901	3	410	408	-1	No	0	TIGR02467	"precorrin-6y C5,15-methyltransferase (decarboxylating), CbiE subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06124	NODE_1239_length_1063_cov_3.97321	19	522	504	-1	No	0	TIGR01637	"phage transcriptional regulator, ArpU family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|06153	NODE_1253_length_1053_cov_1.58317	302	919	618	1	No	0	TIGR01258	"phosphoglycerate mutase 1 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|06159	NODE_1258_length_1049_cov_11.4648	50	907	858	-1	No	0	TIGR02220	"phage conserved hypothetical protein, C-terminal domain"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Siphoviridae;g__Biseptimavirus;s__Staphylococcus virus 77;
metaerg.pl|06170	NODE_1264_length_1043_cov_2.45749	1	420	420	1	No	0	TIGR01088	"3-dehydroquinate dehydratase, type II"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|06186	NODE_1270_length_1038_cov_2.00509	2	1036	1035	1	No	0	TIGR01760	"phage tail tape measure protein, TP901 family, core region"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
metaerg.pl|06200	NODE_1280_length_1032_cov_3.85056	3	989	987	1	No	0	TIGR00390	"ATP-dependent protease HslVU, ATPase subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|06202	NODE_1281_length_1031_cov_36.0154	671	1030	360	1	No	0	TIGR01635	"phage virion morphogenesis protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_J
metaerg.pl|06203	NODE_1282_length_1030_cov_3.62667	72	536	465	-1	No	0	TIGR01550	"death-on-curing family protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi_C
metaerg.pl|06206	NODE_1283_length_1029_cov_2.60678	129	863	735	1	No	0	TIGR02158	"phenylacetate-CoA oxygenase, PaaI subunit"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Lelliottia;s__Lelliottia amnigena_A
metaerg.pl|06216	NODE_1291_length_1026_cov_2.15345	3	335	333	1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|06225	NODE_1295_length_1023_cov_2.44525	3	575	573	1	No	0	TIGR02215	"phage conserved hypothetical protein, phiE125 gp8 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum sp900470195
metaerg.pl|06237	NODE_1305_length_1017_cov_75.4761	44	502	459	-1	No	0	TIGR01725	"phage protein, HK97 gp10 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Haematobacter;s__Haematobacter missouriensis
metaerg.pl|06250	NODE_1312_length_1013_cov_3.96451	2	424	423	1	No	0	TIGR00079	"peptide deformylase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06251	NODE_1312_length_1013_cov_3.96451	424	1011	588	1	No	0	TIGR00460	"methionyl-tRNA formyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|06254	NODE_1314_length_1010_cov_3.64293	42	383	342	1	No	0	TIGR01560	"uncharacterized phage protein (possible DNA packaging)"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002911475
metaerg.pl|06282	NODE_1331_length_1001_cov_2.01374	455	970	516	1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp000499185
metaerg.pl|06287	NODE_1335_length_999_cov_1.73835	391	999	609	1	No	0	TIGR00633	"exodeoxyribonuclease III (xth)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella sp002022665
metaerg.pl|06305	NODE_1348_length_989_cov_2.68522	92	988	897	1	No	0	TIGR01082	"UDP-N-acetylmuramate--L-alanine ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|06310	NODE_1349_length_988_cov_4.06431	742	987	246	-1	No	0	TIGR03853	"putative metal-binding protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|06318	NODE_1357_length_985_cov_3.68925	1	393	393	-1	No	0	TIGR01554	"phage major capsid protein, HK97 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|06319	NODE_1357_length_985_cov_3.68925	403	984	582	-1	No	0	TIGR01543	"phage prohead protease, HK97 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|06345	NODE_1375_length_976_cov_3.35396	3	974	972	-1	No	0	TIGR01760	"phage tail tape measure protein, TP901 family, core region"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002911475
metaerg.pl|06360	NODE_1385_length_968_cov_1.65389	78	632	555	1	No	0	TIGR00481	"Raf kinase inhibitor-like protein, YbhB/YbcL family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|06404	NODE_1412_length_952_cov_1.63657	1	591	591	1	No	0	TIGR00406	"ribosomal protein L11 methyltransferase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|06434	NODE_1427_length_944_cov_3.04612	2	628	627	-1	No	0	TIGR00401	"peptide-methionine (S)-S-oxide reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06463	NODE_1452_length_933_cov_3.66856	340	933	594	1	No	0	TIGR01488	"HAD phosphoserine phosphatase-like hydrolase, family IB"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06478	NODE_1457_length_930_cov_2.248	3	929	927	-1	No	0	TIGR01933	"HflK protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06487	NODE_1467_length_927_cov_2.29243	286	927	642	-1	No	0	TIGR01414	"outer membrane autotransporter barrel domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
