#GO_id	Name	Count	Count_pct
GO:0102769	"dihydroceramide glucosyltransferase activity"	1	0.01
GO:0008762	"UDP-N-acetylmuramate dehydrogenase activity"	4	0.02
GO:0019031	"viral envelope"	1	0.01
GO:0015969	"guanosine tetraphosphate metabolic process"	8	0.04
GO:0046797	"viral procapsid maturation"	6	0.03
GO:0032556	"pyrimidine deoxyribonucleotide binding"	1	0.01
GO:0008170	"N-methyltransferase activity"	46	0.25
GO:0031915	"positive regulation of synaptic plasticity"	1	0.01
GO:1990195	"macrolide transmembrane transporter complex"	1	0.01
GO:0051065	"CTP reductase activity"	1	0.01
GO:0016114	"terpenoid biosynthetic process"	20	0.11
GO:0004038	"allantoinase activity"	1	0.01
GO:0006275	"regulation of DNA replication"	5	0.03
GO:0006235	"dTTP biosynthetic process"	5	0.03
GO:0004365	"glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity"	2	0.01
GO:0004821	"histidine-tRNA ligase activity"	6	0.03
GO:0003676	"nucleic acid binding"	128	0.70
GO:0000986	"bacterial-type proximal promoter sequence-specific DNA binding"	1	0.01
GO:0033539	"fatty acid beta-oxidation using acyl-CoA dehydrogenase"	3	0.02
GO:0019746	"hopanoid biosynthetic process"	1	0.01
GO:0048027	"mRNA 5'-UTR binding"	3	0.02
GO:0102148	"N-acetyl-beta-D-galactosaminidase activity"	2	0.01
GO:0044873	"lipoprotein localization to membrane"	6	0.03
GO:0009063	"cellular amino acid catabolic process"	4	0.02
GO:0008789	"altronate dehydratase activity"	2	0.01
GO:0006694	"steroid biosynthetic process"	8	0.04
GO:0070981	"L-asparagine biosynthetic process"	3	0.02
GO:0015333	"peptide:proton symporter activity"	1	0.01
GO:0006869	"lipid transport"	1	0.01
GO:0008310	"single-stranded DNA 3'-5' exodeoxyribonuclease activity"	2	0.01
GO:0101030	"tRNA-guanine transglycosylation"	5	0.03
GO:0000179	"rRNA (adenine-N6,N6-)-dimethyltransferase activity"	4	0.02
GO:0004322	"ferroxidase activity"	1	0.01
GO:0031240	"external side of cell outer membrane"	1	0.01
GO:0000917	"division septum assembly"	13	0.07
GO:0008765	"UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity"	3	0.02
GO:0140078	"class I DNA-(apurinic or apyrimidinic site) endonuclease activity"	6	0.03
GO:0015527	"glycerol-phosphate:inorganic phosphate antiporter activity"	1	0.01
GO:0042942	"D-serine transport"	1	0.01
GO:0004712	"protein serine/threonine/tyrosine kinase activity"	1	0.01
GO:0061579	"N-acyl homoserine lactone synthase activity"	2	0.01
GO:0008519	"ammonium transmembrane transporter activity"	1	0.01
GO:0016807	"cysteine-type carboxypeptidase activity"	2	0.01
GO:0097428	"protein maturation by iron-sulfur cluster transfer"	2	0.01
GO:0008672	"2-dehydro-3-deoxyglucarate aldolase activity"	1	0.01
GO:0008840	"4-hydroxy-tetrahydrodipicolinate synthase"	2	0.01
GO:0008966	"phosphoglucosamine mutase activity"	1	0.01
GO:0071944	"cell periphery"	1	0.01
GO:0004252	"serine-type endopeptidase activity"	47	0.26
GO:0043783	"oxidoreductase activity, oxidizing metal ions with flavin as acceptor"	6	0.03
GO:0043094	"cellular metabolic compound salvage"	3	0.02
GO:0019540	"siderophore biosynthetic process from catechol"	1	0.01
GO:0003939	"L-iditol 2-dehydrogenase activity"	1	0.01
GO:0006206	"pyrimidine nucleobase metabolic process"	3	0.02
GO:0008495	"protoheme IX farnesyltransferase activity"	5	0.03
GO:0006098	"pentose-phosphate shunt"	10	0.05
GO:0002100	"tRNA wobble adenosine to inosine editing"	1	0.01
GO:0003879	"ATP phosphoribosyltransferase activity"	3	0.02
GO:0008855	"exodeoxyribonuclease VII activity"	7	0.04
GO:0019028	"viral capsid"	80	0.44
GO:0030975	"thiamine binding"	1	0.01
GO:0004045	"aminoacyl-tRNA hydrolase activity"	5	0.03
GO:0015649	"2-keto-3-deoxygluconate:proton symporter activity"	2	0.01
GO:0008484	"sulfuric ester hydrolase activity"	9	0.05
GO:0006379	"mRNA cleavage"	1	0.01
GO:0004540	"ribonuclease activity"	12	0.07
GO:0047429	"nucleoside-triphosphate diphosphatase activity"	4	0.02
GO:0046459	"short-chain fatty acid metabolic process"	1	0.01
GO:0006271	"DNA strand elongation involved in DNA replication"	3	0.02
GO:0015254	"glycerol channel activity"	1	0.01
GO:0008930	"methylthioadenosine nucleosidase activity"	3	0.02
GO:0030152	"bacteriocin biosynthetic process"	2	0.01
GO:0008927	"mannonate dehydratase activity"	3	0.02
GO:0004104	"cholinesterase activity"	2	0.01
GO:0042953	"lipoprotein transport"	13	0.07
GO:0034258	"nicotinamide riboside transport"	2	0.01
GO:0046538	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity"	4	0.02
GO:0005298	"proline:sodium symporter activity"	2	0.01
GO:0008340	"determination of adult lifespan"	1	0.01
GO:0006493	"protein O-linked glycosylation"	1	0.01
GO:0071422	"succinate transmembrane transport"	1	0.01
GO:0005354	"galactose transmembrane transporter activity"	1	0.01
GO:0050777	"negative regulation of immune response"	1	0.01
GO:0051131	"chaperone-mediated protein complex assembly"	1	0.01
GO:1903457	"lactate catabolic process"	3	0.02
GO:0015530	"shikimate transmembrane transporter activity"	2	0.01
GO:0035527	"3-hydroxypropionate dehydrogenase (NADP+) activity"	1	0.01
GO:0008832	"dGTPase activity"	2	0.01
GO:0003847	"1-alkyl-2-acetylglycerophosphocholine esterase activity"	1	0.01
GO:0043878	"glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity"	2	0.01
GO:0039686	"bidirectional double-stranded viral DNA replication"	4	0.02
GO:0005886	"plasma membrane"	942	5.18
GO:0019543	"propionate catabolic process"	1	0.01
GO:0008889	"glycerophosphodiester phosphodiesterase activity"	1	0.01
GO:0043115	"precorrin-2 dehydrogenase activity"	2	0.01
GO:0009758	"carbohydrate utilization"	2	0.01
GO:0004642	"phosphoribosylformylglycinamidine synthase activity"	9	0.05
GO:0015667	"site-specific DNA-methyltransferase (cytosine-N4-specific) activity"	12	0.07
GO:0009319	"cytochrome o ubiquinol oxidase complex"	1	0.01
GO:0008933	"lytic transglycosylase activity"	5	0.03
GO:0004420	"hydroxymethylglutaryl-CoA reductase (NADPH) activity"	1	0.01
GO:0042256	"mature ribosome assembly"	1	0.01
GO:0006383	"transcription by RNA polymerase III"	1	0.01
GO:0003690	"double-stranded DNA binding"	14	0.08
GO:0043093	"FtsZ-dependent cytokinesis"	15	0.08
GO:0008080	"N-acetyltransferase activity"	1	0.01
GO:0003677	"DNA binding"	809	4.45
GO:0019058	"viral life cycle"	1	0.01
GO:0020002	"host cell plasma membrane"	4	0.02
GO:0004853	"uroporphyrinogen decarboxylase activity"	4	0.02
GO:0034628	"'de novo' NAD biosynthetic process from aspartate"	1	0.01
GO:0006534	"cysteine metabolic process"	3	0.02
GO:0101006	"protein histidine phosphatase activity"	1	0.01
GO:0030541	"plasmid partitioning"	8	0.04
GO:0006139	"nucleobase-containing compound metabolic process"	17	0.09
GO:1901336	"lactone biosynthetic process"	1	0.01
GO:0006108	"malate metabolic process"	9	0.05
GO:0016638	"oxidoreductase activity, acting on the CH-NH2 group of donors"	4	0.02
GO:0099000	"viral genome ejection through host cell envelope, contractile tail mechanism"	27	0.15
GO:0003951	"NAD+ kinase activity"	4	0.02
GO:0006434	"seryl-tRNA aminoacylation"	3	0.02
GO:0003852	"2-isopropylmalate synthase activity"	2	0.01
GO:0005971	"ribonucleoside-diphosphate reductase complex"	4	0.02
GO:0006779	"porphyrin-containing compound biosynthetic process"	23	0.13
GO:0016799	"hydrolase activity, hydrolyzing N-glycosyl compounds"	5	0.03
GO:0003917	"DNA topoisomerase type I activity"	12	0.07
GO:0004084	"branched-chain-amino-acid transaminase activity"	1	0.01
GO:0015977	"carbon fixation"	2	0.01
GO:1902584	"positive regulation of response to water deprivation"	1	0.01
GO:0045153	"electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity"	4	0.02
GO:0015294	"solute:cation symporter activity"	3	0.02
GO:0004673	"protein histidine kinase activity"	9	0.05
GO:0009331	"glycerol-3-phosphate dehydrogenase complex"	9	0.05
GO:0009058	"biosynthetic process"	74	0.41
GO:0006631	"fatty acid metabolic process"	3	0.02
GO:0050515	"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity"	2	0.01
GO:1990481	"mRNA pseudouridine synthesis"	1	0.01
GO:0045490	"pectin catabolic process"	2	0.01
GO:0016491	"oxidoreductase activity"	206	1.13
GO:0016790	"thiolester hydrolase activity"	6	0.03
GO:0005774	"vacuolar membrane"	3	0.02
GO:0008988	"rRNA (adenine-N6-)-methyltransferase activity"	1	0.01
GO:0008663	"2',3'-cyclic-nucleotide 2'-phosphodiesterase activity"	4	0.02
GO:0004810	"tRNA adenylyltransferase activity"	1	0.01
GO:0006308	"DNA catabolic process"	11	0.06
GO:0047689	"aspartate racemase activity"	3	0.02
GO:0016784	"3-mercaptopyruvate sulfurtransferase activity"	2	0.01
GO:0006006	"glucose metabolic process"	16	0.09
GO:0015439	"heme-transporting ATPase activity"	4	0.02
GO:0019652	"lactate fermentation to propionate and acetate"	1	0.01
GO:0036055	"protein-succinyllysine desuccinylase activity"	3	0.02
GO:0090529	"cell septum assembly"	3	0.02
GO:0090129	"positive regulation of synapse maturation"	1	0.01
GO:0070327	"thyroid hormone transport"	2	0.01
GO:0004636	"phosphoribosyl-ATP diphosphatase activity"	2	0.01
GO:0044571	"[2Fe-2S] cluster assembly"	2	0.01
GO:0006082	"organic acid metabolic process"	4	0.02
GO:0016020	"membrane"	315	1.73
GO:0008721	"D-serine ammonia-lyase activity"	1	0.01
GO:0003924	"GTPase activity"	68	0.37
GO:0009358	"polyphosphate kinase complex"	6	0.03
GO:0005856	"cytoskeleton"	2	0.01
GO:0006644	"phospholipid metabolic process"	1	0.01
GO:0008817	"cob(I)yrinic acid a,c-diamide adenosyltransferase activity"	2	0.01
GO:0046411	"2-keto-3-deoxygluconate transmembrane transport"	2	0.01
GO:0051056	"regulation of small GTPase mediated signal transduction"	1	0.01
GO:0015595	"spermidine-importing ATPase activity"	1	0.01
GO:0030259	"lipid glycosylation"	6	0.03
GO:0008675	"2-dehydro-3-deoxy-phosphogluconate aldolase activity"	1	0.01
GO:0006069	"ethanol oxidation"	1	0.01
GO:0033785	"heptose 7-phosphate kinase activity"	3	0.02
GO:0008897	"holo-[acyl-carrier-protein] synthase activity"	2	0.01
GO:0000701	"purine-specific mismatch base pair DNA N-glycosylase activity"	1	0.01
GO:0085030	"symbiont process benefiting host"	1	0.01
GO:0015821	"methionine transport"	6	0.03
GO:0048009	"insulin-like growth factor receptor signaling pathway"	1	0.01
GO:0004645	"phosphorylase activity"	2	0.01
GO:0050520	"phosphatidylcholine synthase activity"	1	0.01
GO:0031119	"tRNA pseudouridine synthesis"	7	0.04
GO:0019062	"virion attachment to host cell"	29	0.16
GO:0008271	"secondary active sulfate transmembrane transporter activity"	1	0.01
GO:0050549	"cyclohexyl-isocyanide hydratase activity"	1	0.01
GO:0030253	"protein secretion by the type I secretion system"	1	0.01
GO:0006772	"thiamine metabolic process"	4	0.02
GO:0004605	"phosphatidate cytidylyltransferase activity"	2	0.01
GO:0000965	"mitochondrial RNA 3'-end processing"	1	0.01
GO:0016861	"intramolecular oxidoreductase activity, interconverting aldoses and ketoses"	1	0.01
GO:0008017	"microtubule binding"	2	0.01
GO:0009055	"electron transfer activity"	84	0.46
GO:0044610	"FMN transmembrane transporter activity"	1	0.01
GO:0036397	"formate dehydrogenase (quinone) activity"	3	0.02
GO:0005622	"intracellular"	40	0.22
GO:0009089	"lysine biosynthetic process via diaminopimelate"	25	0.14
GO:0016192	"vesicle-mediated transport"	1	0.01
GO:0052692	"raffinose alpha-galactosidase activity"	3	0.02
GO:0043546	"molybdopterin cofactor binding"	15	0.08
GO:0009132	"nucleoside diphosphate metabolic process"	2	0.01
GO:0015733	"shikimate transmembrane transport"	2	0.01
GO:0006430	"lysyl-tRNA aminoacylation"	7	0.04
GO:0015192	"L-phenylalanine transmembrane transporter activity"	1	0.01
GO:0014070	"response to organic cyclic compound"	2	0.01
GO:0004827	"proline-tRNA ligase activity"	9	0.05
GO:0043043	"peptide biosynthetic process"	2	0.01
GO:0008106	"alcohol dehydrogenase (NADP+) activity"	2	0.01
GO:0008760	"UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity"	3	0.02
GO:0000139	"Golgi membrane"	3	0.02
GO:0098024	"virus tail, fiber"	15	0.08
GO:0061077	"chaperone-mediated protein folding"	3	0.02
GO:0006527	"arginine catabolic process"	2	0.01
GO:0047952	"glycerol-3-phosphate dehydrogenase [NAD(P)+] activity"	3	0.02
GO:0008902	"hydroxymethylpyrimidine kinase activity"	2	0.01
GO:0000271	"polysaccharide biosynthetic process"	22	0.12
GO:0045282	"plasma membrane succinate dehydrogenase complex"	1	0.01
GO:0051259	"protein complex oligomerization"	6	0.03
GO:0015553	"xanthosine transmembrane transporter activity"	2	0.01
GO:0043531	"ADP binding"	3	0.02
GO:0030054	"cell junction"	1	0.01
GO:0005576	"extracellular region"	39	0.21
GO:0003849	"3-deoxy-7-phosphoheptulonate synthase activity"	1	0.01
GO:0009941	"chloroplast envelope"	2	0.01
GO:0003747	"translation release factor activity"	3	0.02
GO:0004590	"orotidine-5'-phosphate decarboxylase activity"	2	0.01
GO:0008891	"glycolate oxidase activity"	1	0.01
GO:0042840	"D-glucuronate catabolic process"	2	0.01
GO:0004071	"aspartate-ammonia ligase activity"	3	0.02
GO:0004316	"3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity"	2	0.01
GO:0043908	"Ser(Gly)-tRNA(Ala) hydrolase activity"	1	0.01
GO:0003934	"GTP cyclohydrolase I activity"	1	0.01
GO:0047575	"4-carboxymuconolactone decarboxylase activity"	1	0.01
GO:0008734	"L-aspartate oxidase activity"	1	0.01
GO:0003860	"3-hydroxyisobutyryl-CoA hydrolase activity"	2	0.01
GO:0016888	"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"	61	0.34
GO:0015627	"type II protein secretion system complex"	1	0.01
GO:0016903	"oxidoreductase activity, acting on the aldehyde or oxo group of donors"	1	0.01
GO:0050661	"NADP binding"	54	0.30
GO:0030261	"chromosome condensation"	10	0.05
GO:0006528	"asparagine metabolic process"	1	0.01
GO:0015299	"solute:proton antiporter activity"	9	0.05
GO:0000256	"allantoin catabolic process"	3	0.02
GO:0009898	"cytoplasmic side of plasma membrane"	7	0.04
GO:0006554	"lysine catabolic process"	1	0.01
GO:0015826	"threonine transport"	2	0.01
GO:0008893	"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity"	5	0.03
GO:0016651	"oxidoreductase activity, acting on NAD(P)H"	1	0.01
GO:0006314	"intron homing"	1	0.01
GO:0016805	"dipeptidase activity"	3	0.02
GO:1900192	"positive regulation of single-species biofilm formation"	1	0.01
GO:0051287	"NAD binding"	69	0.38
GO:0047485	"protein N-terminus binding"	2	0.01
GO:0004794	"L-threonine ammonia-lyase activity"	8	0.04
GO:0004456	"phosphogluconate dehydratase activity"	2	0.01
GO:0000166	"nucleotide binding"	132	0.73
GO:0006591	"ornithine metabolic process"	1	0.01
GO:0031177	"phosphopantetheine binding"	16	0.09
GO:0009220	"pyrimidine ribonucleotide biosynthetic process"	2	0.01
GO:0102559	"protein-(glutamine-N5) methyltransferase activity"	3	0.02
GO:0052854	"medium-chain-(S)-2-hydroxy-acid oxidase activity"	1	0.01
GO:0031230	"intrinsic component of cell outer membrane"	1	0.01
GO:0019645	"anaerobic electron transport chain"	5	0.03
GO:0019333	"denitrification pathway"	2	0.01
GO:0009250	"glucan biosynthetic process"	4	0.02
GO:0016463	"zinc-exporting ATPase activity"	6	0.03
GO:0004371	"glycerone kinase activity"	5	0.03
GO:0008733	"L-arabinose isomerase activity"	3	0.02
GO:0043190	"ATP-binding cassette (ABC) transporter complex"	74	0.41
GO:0043847	"DNA polymerase III, clamp loader chi/psi subcomplex"	1	0.01
GO:0070043	"rRNA (guanine-N7-)-methyltransferase activity"	5	0.03
GO:0007179	"transforming growth factor beta receptor signaling pathway"	1	0.01
GO:0004458	"D-lactate dehydrogenase (cytochrome) activity"	6	0.03
GO:0052657	"guanine phosphoribosyltransferase activity"	1	0.01
GO:0016226	"iron-sulfur cluster assembly"	14	0.08
GO:0045910	"negative regulation of DNA recombination"	3	0.02
GO:0000150	"recombinase activity"	11	0.06
GO:0016301	"kinase activity"	81	0.45
GO:0032359	"provirus excision"	9	0.05
GO:0016311	"dephosphorylation"	5	0.03
GO:0004648	"O-phospho-L-serine:2-oxoglutarate aminotransferase activity"	1	0.01
GO:0000310	"xanthine phosphoribosyltransferase activity"	1	0.01
GO:0008236	"serine-type peptidase activity"	17	0.09
GO:0016829	"lyase activity"	32	0.18
GO:0043419	"urea catabolic process"	5	0.03
GO:0019628	"urate catabolic process"	2	0.01
GO:0017038	"protein import"	7	0.04
GO:0008853	"exodeoxyribonuclease III activity"	1	0.01
GO:0018283	"iron incorporation into metallo-sulfur cluster"	1	0.01
GO:0003779	"actin binding"	1	0.01
GO:0019570	"L-arabinose catabolic process to 2-oxoglutarate"	2	0.01
GO:0015668	"type III site-specific deoxyribonuclease activity"	2	0.01
GO:0004314	"[acyl-carrier-protein] S-malonyltransferase activity"	1	0.01
GO:0008441	"3'(2'),5'-bisphosphate nucleotidase activity"	1	0.01
GO:0004812	"aminoacyl-tRNA ligase activity"	47	0.26
GO:0042619	"poly-hydroxybutyrate biosynthetic process"	1	0.01
GO:0004764	"shikimate 3-dehydrogenase (NADP+) activity"	3	0.02
GO:0004957	"prostaglandin E receptor activity"	1	0.01
GO:0004643	"phosphoribosylaminoimidazolecarboxamide formyltransferase activity"	5	0.03
GO:0032297	"negative regulation of DNA-dependent DNA replication initiation"	2	0.01
GO:0015293	"symporter activity"	48	0.26
GO:0071480	"cellular response to gamma radiation"	1	0.01
GO:0044210	"'de novo' CTP biosynthetic process"	5	0.03
GO:0035243	"protein-arginine omega-N symmetric methyltransferase activity"	1	0.01
GO:0004750	"ribulose-phosphate 3-epimerase activity"	1	0.01
GO:0051537	"2 iron, 2 sulfur cluster binding"	21	0.12
GO:0010929	"positive regulation of auxin mediated signaling pathway"	1	0.01
GO:0009263	"deoxyribonucleotide biosynthetic process"	8	0.04
GO:0005507	"copper ion binding"	16	0.09
GO:0030429	"kynureninase activity"	1	0.01
GO:0031048	"chromatin silencing by small RNA"	1	0.01
GO:0034459	"ATP-dependent 3'-5' RNA helicase activity"	1	0.01
GO:0000156	"phosphorelay response regulator activity"	15	0.08
GO:0043687	"post-translational protein modification"	1	0.01
GO:0070469	"respiratory chain"	17	0.09
GO:0008980	"propionate kinase activity"	1	0.01
GO:0047605	"acetolactate decarboxylase activity"	2	0.01
GO:0000050	"urea cycle"	1	0.01
GO:0016880	"acid-ammonia (or amide) ligase activity"	1	0.01
GO:0008852	"exodeoxyribonuclease I activity"	2	0.01
GO:0004478	"methionine adenosyltransferase activity"	5	0.03
GO:0009164	"nucleoside catabolic process"	3	0.02
GO:0006541	"glutamine metabolic process"	49	0.27
GO:0005777	"peroxisome"	2	0.01
GO:0008803	"bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity"	1	0.01
GO:0015288	"porin activity"	19	0.10
GO:0016158	"3-phytase activity"	1	0.01
GO:0019538	"protein metabolic process"	15	0.08
GO:0004375	"glycine dehydrogenase (decarboxylating) activity"	5	0.03
GO:0070567	"cytidylyltransferase activity"	2	0.01
GO:0016747	"transferase activity, transferring acyl groups other than amino-acyl groups"	14	0.08
GO:0004455	"ketol-acid reductoisomerase activity"	5	0.03
GO:0050821	"protein stabilization"	1	0.01
GO:0008408	"3'-5' exonuclease activity"	66	0.36
GO:0015944	"formate oxidation"	3	0.02
GO:0004349	"glutamate 5-kinase activity"	3	0.02
GO:0016712	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"	2	0.01
GO:0039645	"modulation by virus of host G1/S transition checkpoint"	1	0.01
GO:0009854	"oxidative photosynthetic carbon pathway"	2	0.01
GO:0015604	"organic phosphonate transmembrane transporter activity"	1	0.01
GO:0015858	"nucleoside transport"	2	0.01
GO:0002949	"tRNA threonylcarbamoyladenosine modification"	13	0.07
GO:0009267	"cellular response to starvation"	5	0.03
GO:0106026	"Gly-tRNA(Ala) hydrolase activity"	1	0.01
GO:0004592	"pantoate-beta-alanine ligase activity"	3	0.02
GO:0016154	"pyrimidine-nucleoside phosphorylase activity"	2	0.01
GO:0000329	"fungal-type vacuole membrane"	1	0.01
GO:0016437	"tRNA cytidylyltransferase activity"	2	0.01
GO:0033973	"dCTP deaminase (dUMP-forming) activity"	2	0.01
GO:0050308	"sugar-phosphatase activity"	1	0.01
GO:0042562	"hormone binding"	2	0.01
GO:0019439	"aromatic compound catabolic process"	12	0.07
GO:0004368	"glycerol-3-phosphate dehydrogenase (quinone) activity"	6	0.03
GO:0008706	"6-phospho-beta-glucosidase activity"	12	0.07
GO:0046026	"precorrin-4 C11-methyltransferase activity"	4	0.02
GO:0000415	"negative regulation of histone H3-K36 methylation"	1	0.01
GO:0030687	"preribosome, large subunit precursor"	1	0.01
GO:0015926	"glucosidase activity"	5	0.03
GO:0008994	"rhamnulose-1-phosphate aldolase activity"	2	0.01
GO:0047652	"allantoate deiminase activity"	1	0.01
GO:0009452	"7-methylguanosine RNA capping"	1	0.01
GO:0044604	"phytochelatin transmembrane transporter ATPase activity"	2	0.01
GO:0004176	"ATP-dependent peptidase activity"	10	0.05
GO:0003725	"double-stranded RNA binding"	7	0.04
GO:0006265	"DNA topological change"	33	0.18
GO:0008773	"[protein-PII] uridylyltransferase activity"	13	0.07
GO:0008694	"3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity"	1	0.01
GO:0019068	"virion assembly"	7	0.04
GO:0008867	"galactarate dehydratase activity"	3	0.02
GO:0043858	"arginine:ornithine antiporter activity"	3	0.02
GO:0043590	"bacterial nucleoid"	3	0.02
GO:0045493	"xylan catabolic process"	5	0.03
GO:0004064	"arylesterase activity"	1	0.01
GO:0042930	"enterobactin transport"	3	0.02
GO:0010795	"regulation of ubiquinone biosynthetic process"	4	0.02
GO:1904047	"S-adenosyl-L-methionine binding"	8	0.04
GO:0042262	"DNA protection"	6	0.03
GO:0019918	"peptidyl-arginine methylation, to symmetrical-dimethyl arginine"	1	0.01
GO:0036249	"cadmium ion import into vacuole"	2	0.01
GO:0015077	"monovalent inorganic cation transmembrane transporter activity"	7	0.04
GO:0008926	"mannitol-1-phosphate 5-dehydrogenase activity"	1	0.01
GO:0061798	"GTP 3',8'-cyclase activity"	5	0.03
GO:0010008	"endosome membrane"	1	0.01
GO:0015562	"efflux transmembrane transporter activity"	30	0.16
GO:0070453	"regulation of heme biosynthetic process"	1	0.01
GO:0035998	"7,8-dihydroneopterin 3'-triphosphate biosynthetic process"	1	0.01
GO:0051073	"adenosylcobinamide-GDP ribazoletransferase activity"	2	0.01
GO:0019262	"N-acetylneuraminate catabolic process"	2	0.01
GO:0050872	"white fat cell differentiation"	1	0.01
GO:0050354	"triokinase activity"	1	0.01
GO:0004550	"nucleoside diphosphate kinase activity"	1	0.01
GO:0009022	"tRNA nucleotidyltransferase activity"	2	0.01
GO:0046872	"metal ion binding"	676	3.72
GO:0007507	"heart development"	1	0.01
GO:0016779	"nucleotidyltransferase activity"	75	0.41
GO:0006400	"tRNA modification"	27	0.15
GO:0004106	"chorismate mutase activity"	2	0.01
GO:0004471	"malate dehydrogenase (decarboxylating) (NAD+) activity"	8	0.04
GO:0004638	"phosphoribosylaminoimidazole carboxylase activity"	4	0.02
GO:0047533	"2,5-dioxovalerate dehydrogenase (NADP+) activity"	2	0.01
GO:0000413	"protein peptidyl-prolyl isomerization"	1	0.01
GO:0003697	"single-stranded DNA binding"	62	0.34
GO:0015036	"disulfide oxidoreductase activity"	1	0.01
GO:0031388	"organic acid phosphorylation"	1	0.01
GO:1990189	"peptide-serine-N-acetyltransferase activity"	2	0.01
GO:0051205	"protein insertion into membrane"	6	0.03
GO:0000006	"high-affinity zinc transmembrane transporter activity"	2	0.01
GO:0005768	"endosome"	1	0.01
GO:0018272	"protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine"	1	0.01
GO:0046210	"nitric oxide catabolic process"	1	0.01
GO:0036009	"protein-glutamine N-methyltransferase activity"	4	0.02
GO:0008818	"cobalamin 5'-phosphate synthase activity"	2	0.01
GO:0097266	"phenylacetyl-CoA 1,2-epoxidase activity"	2	0.01
GO:0016878	"acid-thiol ligase activity"	1	0.01
GO:0008998	"ribonucleoside-triphosphate reductase activity"	3	0.02
GO:0015297	"antiporter activity"	23	0.13
GO:0039657	"suppression by virus of host gene expression"	4	0.02
GO:0015886	"heme transport"	4	0.02
GO:0043815	"phosphoribosylglycinamide formyltransferase 2 activity"	1	0.01
GO:0008830	"dTDP-4-dehydrorhamnose 3,5-epimerase activity"	1	0.01
GO:0015131	"oxaloacetate transmembrane transporter activity"	1	0.01
GO:0006071	"glycerol metabolic process"	21	0.12
GO:0015594	"putrescine-importing ATPase activity"	1	0.01
GO:0006790	"sulfur compound metabolic process"	3	0.02
GO:0004615	"phosphomannomutase activity"	2	0.01
GO:0030968	"endoplasmic reticulum unfolded protein response"	1	0.01
GO:0045148	"tripeptide aminopeptidase activity"	2	0.01
GO:0006109	"regulation of carbohydrate metabolic process"	7	0.04
GO:0070039	"rRNA (guanosine-2'-O-)-methyltransferase activity"	4	0.02
GO:0003983	"UTP:glucose-1-phosphate uridylyltransferase activity"	3	0.02
GO:0030420	"establishment of competence for transformation"	6	0.03
GO:0008898	"S-adenosylmethionine-homocysteine S-methyltransferase activity"	2	0.01
GO:0004828	"serine-tRNA ligase activity"	3	0.02
GO:0015075	"ion transmembrane transporter activity"	1	0.01
GO:0030371	"translation repressor activity"	1	0.01
GO:0008478	"pyridoxal kinase activity"	1	0.01
GO:0008776	"acetate kinase activity"	4	0.02
GO:0004160	"dihydroxy-acid dehydratase activity"	5	0.03
GO:0016758	"transferase activity, transferring hexosyl groups"	11	0.06
GO:0006228	"UTP biosynthetic process"	1	0.01
GO:0010181	"FMN binding"	26	0.14
GO:0006882	"cellular zinc ion homeostasis"	1	0.01
GO:0045226	"extracellular polysaccharide biosynthetic process"	4	0.02
GO:0016772	"transferase activity, transferring phosphorus-containing groups"	17	0.09
GO:0006099	"tricarboxylic acid cycle"	28	0.15
GO:0019076	"viral release from host cell"	5	0.03
GO:0008972	"phosphomethylpyrimidine kinase activity"	2	0.01
GO:0050451	"CoA-disulfide reductase activity"	1	0.01
GO:0070280	"pyridoxal binding"	1	0.01
GO:0032564	"dATP binding"	1	0.01
GO:0008233	"peptidase activity"	36	0.20
GO:0071266	"'de novo' L-methionine biosynthetic process"	4	0.02
GO:0006897	"endocytosis"	1	0.01
GO:0015301	"anion:anion antiporter activity"	1	0.01
GO:0034755	"iron ion transmembrane transport"	2	0.01
GO:2000892	"cellobiose catabolic process"	1	0.01
GO:0019303	"D-ribose catabolic process"	2	0.01
GO:0008373	"sialyltransferase activity"	1	0.01
GO:0043879	"glycolate transmembrane transporter activity"	1	0.01
GO:0070062	"extracellular exosome"	5	0.03
GO:0004814	"arginine-tRNA ligase activity"	13	0.07
GO:0009030	"thiamine-phosphate kinase activity"	1	0.01
GO:0051156	"glucose 6-phosphate metabolic process"	3	0.02
GO:0000250	"lanosterol synthase activity"	1	0.01
GO:0006323	"DNA packaging"	33	0.18
GO:0009014	"succinyl-diaminopimelate desuccinylase activity"	3	0.02
GO:0008409	"5'-3' exonuclease activity"	7	0.04
