#Enzyme_id	Name	Count	Count_pct
2.1.1.107	"Uroporphyrinogen-III C-methyltransferase."	4	0.02
7.1.1.8	"Quinol--cytochrome-c reductase."	3	0.02
6.3.2.6	"Phosphoribosylaminoimidazolesuccinocarboxamide synthase."	3	0.02
2.-.-.-	"Transferases."	6	0.03
3.5.-.-	"Acting on carbon-nitrogen bonds, other than peptide bonds."	2	0.01
3.1.1.29	"Aminoacyl-tRNA hydrolase."	5	0.03
2.7.7.7	"DNA-directed DNA polymerase."	60	0.33
1.5.1.20	"Methylenetetrahydrofolate reductase (NAD(P)H)."	2	0.01
2.3.1.242	"Kdo(2)-lipid IV(A) palmitoleoyltransferase."	1	0.01
4.2.1.10	"3-dehydroquinate dehydratase."	2	0.01
2.3.1.129	"Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase."	2	0.01
3.1.11.2	"Exodeoxyribonuclease III."	2	0.01
7.2.2.6	"P-type K(+) transporter."	1	0.01
2.1.1.10	"Homocysteine S-methyltransferase."	2	0.01
6.3.2.2	"Glutamate--cysteine ligase."	6	0.03
1.1.-.-	"Acting on the CH-OH group of donors."	6	0.03
1.1.1.27	"L-lactate dehydrogenase."	2	0.01
1.1.1.262	"4-hydroxythreonine-4-phosphate dehydrogenase."	4	0.02
5.2.1.8	"Peptidylprolyl isomerase."	12	0.07
2.4.1.129	"Peptidoglycan glycosyltransferase."	17	0.09
2.5.1.31	"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-"	2	0.01
2.7.2.4	"Aspartate kinase."	3	0.02
2.6.1.11	"Acetylornithine transaminase."	3	0.02
6.3.5.7	"Glutaminyl-tRNA synthase (glutamine-hydrolyzing)."	4	0.02
2.7.1.56	"1-phosphofructokinase."	2	0.01
1.5.1.2	"Pyrroline-5-carboxylate reductase."	1	0.01
3.1.1.2	"Arylesterase."	1	0.01
2.4.1.58	"Lipopolysaccharide glucosyltransferase I."	1	0.01
2.7.1.28	"Triokinase."	1	0.01
3.5.4.33	"tRNA(adenine(34)) deaminase."	1	0.01
