#Taxon	Count	Count_pct
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__Pseudolabrys sp003133345	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria sp000158135	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter actinomycetemcomitans_A	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002911475	110	0.60
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rouxiella;s__Rouxiella silvae	1	0.01
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__Psychroflexus sp002836055	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__PKMZ01;s__PKMZ01 sp002893625	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_W;s__Bacillus_W mesonae	1	0.01
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__GWC2-45-44;s__GWC2-45-44 sp001824555	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus sp002140975	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A cereus_S	1	0.01
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1033;s__UBA1033 sp002407675	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas elongata	1	0.01
d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;g__Ap22virus;no__unclassified Ap22virus;s__Acinetobacter phage YMC11/12/R2315;	4	0.02
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium succinicans_A	2	0.01
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__Flammeovirga sp001583495	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp000369525	1	0.01
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003043945	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H vaccinostercus	2	0.01
d__Viruses;no__ssDNA viruses;no__unclassified ssDNA viruses;s__Odonata-associated circular virus-2;	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium mesoamericanum	1	0.01
d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Podoviridae;g__Cba41virus;s__Cellulophaga virus Cba41;	1	0.01
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8137;s__UBA8137 sp003509845	3	0.02
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__UBA2009;s__UBA2009 sp002733205	3	0.02
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella sp002022665	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp000527695	9	0.05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aquimixticola;s__Aquimixticola soesokkakensis	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Xenorhabdus;s__Xenorhabdus eapokensis	2	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Fodinicurvataceae;g__Fodinicurvata;s__Fodinicurvata sediminis	1	0.01
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium parmae	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-002720895;f__GCA-002720895;g__GCA-002720895;s__GCA-002720895 sp002720895	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Pseudogulbenkiania;s__Pseudogulbenkiania sp000527175	6	0.03
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_O	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi_D	30	0.16
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_C;g__Bacillus_U;s__Bacillus_U sporothermodurans	1	0.01
d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__Syntrophus;s__Syntrophus gentianae	1	0.01
d__Viruses;no__ssDNA viruses;f__Circoviridae;no__unclassified Circoviridae;s__Circovirus-like genome DCCV-11;	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G rapi	1	0.01
d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unclassified Myoviridae;s__Escherichia phage PBECO 4;	2	0.01
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp001899395	3	0.02
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Phyllobacterium;s__Phyllobacterium sp900473175	2	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_C;s__Lactobacillus_C brantae	2	0.01
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-475;s__CAG-475 sp900322215	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B acidipiscis	3	0.02
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Phyllobacterium;s__Phyllobacterium sp900472835	3	0.02
d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_H;s__Paenibacillus_H larvae	1	0.01
d__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales;f__Volvocaceae;g__Volvox;s__Volvox carteri;	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp001898925	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp001999425	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__Trichococcus collinsii	2	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__Puniceispirillum;s__Puniceispirillum marinum	1	0.01
d__Viruses;no__ssDNA viruses;f__Genomoviridae;g__Gemycircularvirus;s__Rat associated gemycircularvirus 1;	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia sp002563755	1	0.01
d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio_J;s__Desulfovibrio_J sp002293605	2	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_K	37	0.20
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Mangrovibacterium;s__Mangrovibacterium sp003246935	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K tucceti	4	0.02
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aquamicrobium;s__Aquamicrobium loti	2	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Rappaport;s__Rappaport israeli	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia;s__Caballeronia fortuita	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella_C;s__Bordetella_C bronchialis	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B aviarius	4	0.02
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio_A;s__Thioalkalivibrio_A sulfidiphilus	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__Devosia epidermidihirudinis	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter pasteurii	3	0.02
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Marinococcaceae;g__Geomicrobium;s__Geomicrobium sp000698145	1	0.01
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium actinocoloniiforme	12	0.07
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium sp000283515	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K futsaii	15	0.08
d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Siphoviridae;no__unclassified Siphoviridae;s__Brucella phage BiPBO1;	2	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G parabuchneri	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiocapsa;s__Thiocapsa sp002423035	1	0.01
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium reuteri	2	0.01
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium indicum	16	0.09
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Belliella;s__Belliella pelovolcani	1	0.01
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium asteroides_F	6	0.03
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis	69	0.38
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Leaf454;s__Leaf454 sp001425485	1	0.01
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900314945	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Erwinia;s__Erwinia tracheiphila	2	0.01
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp900317625	1	0.01
d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Podoviridae;g__P68virus;no__unclassified P68virus;s__Enterococcus phage vB_Efae230P-4;	2	0.01
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Ruminiclostridium;s__Ruminiclostridium sp001717745	1	0.01
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__MFNH01;s__MFNH01 sp001781995	1	0.01
d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;g__Sep1virus;s__Staphylococcus virus SEP1;	2	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium sp900473305	3	0.02
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia plantarii	2	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__Rhodomicrobium vannielii	4	0.02
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp000508985	1	0.01
d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus;s__Peptococcus niger	3	0.02
d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio_L;s__Desulfovibrio_L litoralis	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus xylosus_A	1	0.01
d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus panacisoli	1	0.01
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__Dysgonomonas sp001261715	3	0.02
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Rugosibacter;s__Rugosibacter sp002422995	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp002359495	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Leclercia;s__Leclercia adecarboxylata	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Endobugula;s__Endobugula sertula	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Nitratireductor;s__Nitratireductor sp002697745	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Pseudogulbenkiania;s__Pseudogulbenkiania ferrooxidans	10	0.05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Simonsiella;s__Simonsiella muelleri	5	0.03
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Neosynechococcales;f__Neosynechococcaceae;g__Neosynechococcus;s__Neosynechococcus sphagnicola	1	0.01
d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio_M;s__Desulfovibrio_M inopinatus	3	0.02
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis indica	2	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium tumefaciens_G	1	0.01
d__Viruses;no__ssDNA viruses;no__unclassified ssDNA viruses;s__Odonata-associated circular virus-19;	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_O;s__Lactobacillus_O satsumensis	6	0.03
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Pasteurella;s__Pasteurella multocida_A	1	0.01
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Granulicoccus;s__Granulicoccus phenolivorans	2	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Delftia;s__Delftia tsuruhatensis	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Arsenophonus;s__Arsenophonus nasoniae	2	0.01
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea flava	1	0.01
d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;g__B4virus;s__Bacillus virus Riley;	2	0.01
d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA10025;f__UBA10025;g__UBA10025;s__UBA10025 sp001003705	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Verminephrobacter;s__Verminephrobacter eiseniae	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas finlandiensis	1	0.01
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Methanomassiliicoccus sp002508545	1	0.01
d__Viruses;no__Satellites;no__Satellite Nucleic Acids;no__unclassified Satellite Nucleic Acids;s__Sewage-associated circular DNA molecule;	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Oceanobacter;s__Oceanobacter sp002723385	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium leucaenae	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Afifellaceae;g__Afifella;s__Afifella marina	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Francisella;s__Francisella sp000219045	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kosakonia;s__Kosakonia radicincitans	2	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Allorhizobium;s__Allorhizobium wuzhouense	1	0.01
d__Viruses;no__ssDNA viruses;f__Circoviridae;no__environmental samples;s__Circoviridae 3 LDMD-2013;	1	0.01
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_A;s__Arthrobacter_A alpinus_A	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Hoeflea;s__Hoeflea marina	2	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia sp002843235	3	0.02
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__Hafnia alvei	4	0.02
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__SoCistrobi;s__SoCistrobi sp900143145	2	0.01
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp002404515	3	0.02
d__Viruses;no__ssDNA viruses;f__Microviridae;no__unclassified Gokushovirinae;s__Gokushovirinae GNX3R;	6	0.03
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp002372755	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella aquatilis_B	2	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Xenorhabdus;s__Xenorhabdus hominickii	2	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus timonensis	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002979555	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_E;s__Lactobacillus_E coryniformis	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pectobacterium;s__Pectobacterium wasabiae	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Haematobacter;s__Haematobacter massiliensis	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA12402;f__UBA12402;g__GCA-2707695;s__GCA-2707695 sp002707695	2	0.01
d__Viruses;no__ssDNA viruses;f__Genomoviridae;g__Gemykibivirus;s__Human associated gemykibivirus 5;	1	0.01
d__Viruses;no__unclassified viruses;s__Lake Sarah-associated circular virus-47;	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus sanguinis	1	0.01
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia formatexigens	1	0.01
d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Podoviridae;g__P68virus;s__Streptococcus virus C1;	2	0.01
d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Siphoviridae;no__unclassified Siphoviridae;s__Pseudoalteromonas phage H103;	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium populi	1	0.01
d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__VKM-B-2647;s__VKM-B-2647 sp000829455	2	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas_B;s__Halomonas_B sp002286975	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Ignavigranum;s__Ignavigranum ruoffiae	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_B;s__Serratia_B rubidaea	1	0.01
d__Viruses;no__unclassified viruses;s__Lake Sarah-associated circular virus-48;	3	0.02
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kosakonia;s__Kosakonia pseudosacchari	1	0.01
d__Viruses;no__unclassified bacterial viruses;no__crAss-like viruses;s__Flavobacterium phage FpV4;	2	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia rustigianii	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Bergeriella;s__Bergeriella iguanae	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi	467	2.57
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__Neorhizobium sp900469445	1	0.01
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__Stomatobaculum sp002892395	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea sp003248805	12	0.07
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Dickeya;s__Dickeya zeae_A	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium sp003248935	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter braakii	6	0.03
d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Podoviridae;no__unclassified Picovirinae;s__Enterococcus phage EF62phi;	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Fodinicurvataceae;g__Tistlia;s__Tistlia consotensis	1	0.01
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mindensis	4	0.02
d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__2-01-FULL-45-10;g__FEN-1320;s__FEN-1320 sp003142795	1	0.01
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sp001425625	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia aromaticivorans	1	0.01
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Tatumella;s__Tatumella morbirosei	1	0.01
d__Viruses;no__ssDNA viruses;f__Circoviridae;no__unclassified Circoviridae;s__Circovirus-like genome DCCV-7;	4	0.02
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Allorhizobium;s__Allorhizobium albertimagni	2	0.01
